Chicago Bears,Ted Larsen,LG,2
Chicago Bears,Cody Whitehair,C,1
Chicago Bears,Eric Kush,C,2
Chicago Bears,Kyle Long,RG,1
Chicago Bears,Nick Becton,RG,2
Chicago Bears,Bobby Massie,RT,1
Chicago Bears,Connor Barth,K,1
Detroit Lions,Matthew Stafford,QB,1
Detroit Lions,Dan Orlovsky,QB,2
Detroit Lions,Justin Forsett,RB,1
Detroit Lions,Theo Riddick,RB,1
Detroit Lions,Dwayne Washington,RB,2
Detroit Lions,Zach Zenner,RB,3
Detroit Lions,Ameer Abdullah,RB,4
Detroit Lions,Dwayne Washington,GLB,1
Detroit Lions,Justin Forsett,GLB,2
Detroit Lions,Ameer Abdullah,GLB,2
Detroit Lions,Theo Riddick,3RB,1
Detroit Lions,Justin Forsett,3RB,2
Detroit Lions,Ameer Abdullah,3RB,2
Detroit Lions,Mike Burton,FB,1
Detroit Lions,Marvin Jones,WR1,1
Detroit Lions,Anquan Boldin,WR1,2
Detroit Lions,Corey Fuller,WR1,3
Detroit Lions,Golden Tate,WR2,1
Detroit Lions,Andre Roberts,WR2,2
Detroit Lions,Anquan Boldin,WR3,1
Detroit Lions,Eric Ebron,TE,1
Detroit Lions,Cole Wick,TE,2
Detroit Lions,Clay Harbor,TE,3
Detroit Lions,Khari Lee,TE,4
Detroit Lions,Taylor Decker,LT,1
Detroit Lions,Cornelius Lucas,LT,2
Detroit Lions,Laken Tomlinson,LG,1
Detroit Lions,Joe Dahl,LG,2
Detroit Lions,Travis Swanson,C,1
Detroit Lions,Graham Glasgow,C,2
Detroit Lions,Larry Warford,RG,1
Detroit Lions,Riley Reiff,RT,1
Detroit Lions,Matt Prater,K,1
Green Bay Packers,Aaron Rodgers,QB,1
Green Bay Packers,Brett Hundley,QB,2
Green Bay Packers,Eddie Lacy,RB,1
Green Bay Packers,James Starks,RB,2
Green Bay Packers,Knile Davis,RB,4
Green Bay Packers,Don Jackson,RB,4
Green Bay Packers,Eddie Lacy,GLB,1
Green Bay Packers,James Starks,GLB,2
Green Bay Packers,James Starks,3RB,1
Green Bay Packers,Eddie Lacy,3RB,2
Green Bay Packers,Aaron Ripkowski,FB,1
Green Bay Packers,Jordy Nelson,WR1,1
Green Bay Packers,Davante Adams,WR1,2
Green Bay Packers,Jeff Janis,WR1,3
Green Bay Packers,Trevor Davis,WR1,4
Green Bay Packers,Randall Cobb,WR2,1
Green Bay Packers,Jared Abbrederis,WR2,2
Green Bay Packers,Ty Montgomery,WR2,3
Green Bay Packers,Davante Adams,WR3,1
Green Bay Packers,Richard Rodgers,TE,1
Green Bay Packers,Jared Cook,TE,2
Green Bay Packers,Justin Perillo,TE,3
Green Bay Packers,David Bakhtiari,LT,1
Green Bay Packers,Jason Spriggs,LT,2
Green Bay Packers,Lane Taylor,LG,1
Green Bay Packers,Don Barclay,LG,2
Green Bay Packers,J.C. Tretter,C,1
Green Bay Packers,Corey Linsley,C,2
Green Bay Packers,T.J. Lang,RG,1
Green Bay Packers,Bryan Bulaga,RT,1
Green Bay Packers,Kyle Murphy,RT,2
Green Bay Packers,Mason Crosby,K,1
Minnesota Vikings,Sam Bradford,QB,1
Minnesota Vikings,Shaun Hill,QB,2
Minnesota Vikings,Jerick McKinnon,RB,1
Minnesota Vikings,Matt Asiata,RB,2
Minnesota Vikings,Ronnie Hillman,RB,3
Minnesota Vikings,Adrian Peterson,RB,4
Minnesota Vikings,Matt Asiata,GLB,1
